[2024-06-24T14:58:24.259Z]	<Ildiko_Mazar> agenda: https://lists.w3.org/Archives/Public/public-vc-edu/2024Jun/0003.html
[2024-06-24T15:54:00.404Z]	<Transcriber>	Dmitri_Zagidulin: Line you have these uh couple of fields but they're mostly unstructured because most of the value is still in the human readable text inside name of the scale.
[2024-06-24T15:54:03.868Z]	<Transcriber>	Dmitri_Zagidulin: And and description of the skill.
[2024-06-24T15:54:08.425Z]	<Transcriber>	Dmitri_Zagidulin: Why is the name of the scale unstructured uh because.
[2024-06-24T15:54:25.534Z]	<Transcriber>	Dmitri_Zagidulin: People can refer to the same skill in in different languages right uh our our Dream as as developers as bureaucrats as as uh stewards of the ecosystem is always wouldn't it be great to link this skill to an existing skill.
[2024-06-24T15:54:31.762Z]	<Nate_Otto>	"our dream as bureaucrats" (the name of my new album)
[2024-06-24T15:54:34.549Z]	<Transcriber>	Dmitri_Zagidulin: Like say that the government has okay this is a directory of skills that we recognize.
[2024-06-24T15:54:41.608Z]	<Transcriber>	Dmitri_Zagidulin: A dream is bureaucrats as the name of a new album it would be an excellent album um.
[2024-06-24T15:54:50.422Z]	<Ildiko_Mazar>	1. reference skills from a published framework
2. associate volume to the learning
3. show proof of skill acquisition, including detailed description of the type/mode of assessment
[2024-06-24T15:55:01.503Z]	<Transcriber>	Dmitri_Zagidulin: That that's 1 of The Avenues to for us to investigate can we tie the skills or any sort of self assertions into published Frameworks uh and the answer is well trivially yes but.
[2024-06-24T15:55:08.266Z]	<Ildiko_Mazar>	@Nate :-D :-D
[2024-06-24T15:55:10.730Z]	<Transcriber>	Dmitri_Zagidulin: How to do it with the least friction and the least confusion on part of the user is an interesting topic that is worth a lot of Investigation.
[2024-06-24T15:55:29.849Z]	<Transcriber>	Dmitri_Zagidulin: All right but we are nearing time uh yeah excellent points in chat uh elico reference skills from published framework associate volume to the learning show proof of skill acquisition including detailed description of the type Mo motive assessment yeah.
[2024-06-24T15:55:30.824Z]	<Naomi>	Thank you for the call! -- informative.
[2024-06-24T15:55:33.746Z]	<Transcriber>	Dmitri_Zagidulin: Anyway so my my whole point was that.
[2024-06-24T15:55:40.761Z]	<Transcriber>	Dmitri_Zagidulin: The main value proposition is also turns out to be 1 of the hardest things uh to do in this field which is.
[2024-06-24T15:55:51.854Z]	<Transcriber>	Dmitri_Zagidulin: How do you make the tax machine actionable in structured hopefully you're tying it into Frameworks uh but there's not that many good Frameworks so we're all sort of on the lookout of uh.
[2024-06-24T15:55:58.351Z]	<Transcriber>	Dmitri_Zagidulin: Frameworks to use and then how to present that workflow to the user do we.
[2024-06-24T15:56:01.891Z]	<Transcriber>	Dmitri_Zagidulin: Present a giant pulldown drop-down list.
[2024-06-24T15:56:13.283Z]	<Transcriber>	Dmitri_Zagidulin: That says okay uh here's the 500 skills recognized by the state of Minnesota Select 1 right do do we do that or can we do something better.
[2024-06-24T15:56:15.507Z]	<PL/T3>	In the self-issued credential world, 3rd party testing centers may  emerge as of comparable value to institutional issuers....
[2024-06-24T15:56:19.862Z]	<Transcriber>	Dmitri_Zagidulin: All right any other uh last minute questions.
[2024-06-24T15:56:23.524Z]	<Ildiko_Mazar>	Good point, Dmitri.
[2024-06-24T15:56:26.372Z]	<Transcriber>	Dmitri_Zagidulin: Phil mentioned talks about the role of third-party testing centers May merge.
[2024-06-24T15:56:29.656Z]	<Dmitri_Zagidulin>	q?
[2024-06-24T15:56:30.893Z]	<Transcriber>	Dmitri_Zagidulin: Comparable value to institutional issuers yeah uh great great question.
[2024-06-24T15:56:35.875Z]	<Dmitri_Zagidulin>	ack pl
[2024-06-24T15:56:36.885Z]	<Transcriber>	Dmitri_Zagidulin: Uh Phil do you have uh anything else uh to say I think.
[2024-06-24T15:56:39.425Z]	<Transcriber>	Dmitri_Zagidulin: On the Queue from previous.
[2024-06-24T15:56:50.458Z]	<Ildiko_Mazar>	A good taxonomy should definitely be more tree-like than a giant 'drop-down' list, in my opinion.
[2024-06-24T15:57:00.314Z]	<Dmitri_Zagidulin>	@Ildiko - definitely
[2024-06-24T15:57:20.484Z]	<Transcriber>	PL/T3: No I'm not not specifically I just think I I think what we're all struggling with is the ability to make this connection and do so in a way that doesn't impose on the individual who is making the self-assured claim the expectation of the knowledge and uh and expertise that affect assessment organizations and others that have been doing this for such a long period of time have developed uh in fits and starts over over tens of years we have to figure out a way that there's something that's good enough to convey the brand value recognition that a lot of people currently use who aren't even paying attention to all the things underneath the surface but just assuming them.
[2024-06-24T15:57:33.281Z]	<Transcriber>	Dmitri_Zagidulin: All right uh we are nearing the top of the hour we should wrap up I think the moral of the story here is that next time somebody wakes you up at 4 a.m. in the morning and says quick.
[2024-06-24T15:57:39.548Z]	<Ildiko_Mazar>	It was a great call, thank you, Dmitri.
[2024-06-24T15:57:41.253Z]	<Transcriber>	Dmitri_Zagidulin: What's the value proposition what are the difficult things of self issue credentials then you'll be able to answer them you can say.
[2024-06-24T15:57:44.257Z]	<Transcriber>	Dmitri_Zagidulin: What are the hard parts.
[2024-06-24T15:57:57.297Z]	<Transcriber>	Dmitri_Zagidulin: Uh unstructured thoughts into structured ones uh establishing trust in the self issuer uh presenting evidence and presenting endorsements and pulling all of that together in a.
[2024-06-24T15:58:02.308Z]	<Mahesh_Balan_-_pocketcred.com>	Thank you for the thoughtful discussion team VC-EDU
[2024-06-24T15:58:03.760Z]	<Transcriber>	Dmitri_Zagidulin: User-friendly way and if you can say all of that at 4 in the morning uh we we salute you.
[2024-06-24T15:58:08.226Z]	<Ildiko_Mazar>	:)
[2024-06-24T15:58:11.762Z]	<Transcriber>	Dmitri_Zagidulin: See you all hopefully uh the next week or since uh.
[2024-06-24T15:58:12.003Z]	<PL/T3>	coctail party opening lines ;-)
[2024-06-24T15:58:16.263Z]	<Transcriber>	Dmitri_Zagidulin: Uh see you all 1 of these next weeks thank you again.
[2024-06-24T15:58:21.269Z]	<Transcriber>	Dmitri_Zagidulin: Everyone uh as always we really appreciate the good conversation and questions.
[2024-06-24T15:58:26.754Z]	<Transcriber>	Dmitri_Zagidulin: And uh yeah talk to y'all later.
[2024-06-24T15:58:29.773Z]	<Transcriber>	Dmitri_Zagidulin: And and reach out to us if you have topics to present on.

